id,Sector,Company,Worth(BUSD)
1989,Manufacturing,building materials,1.2
8900,Real Estate,real estate,1.2
9091,Fashion & Retail,electronics retailer,1.2
7643,Energy,oil & gas,1.2
8975,Real Estate,real estate,1.2
5041,Real Estate,real estate,1.2
6281,Manufacturing,electronics,1.2
7000,Finance and Investments,finance,1.2
7258,Finance and Investments,banking,1.2
7222,Manufacturing,manufacturing,1.2
8081,Energy,"gas, petrochemicals",1.2
4564,Metals & Mining,mining,1.2
9663,Healthcare,drug testing,1.2
1738,Technology,uber,1.2
5933,Manufacturing,consumer electronics,1.2
3368,Food and Beverage,poultry,1.2
5504,Healthcare,medical devices,1.2
7639,Metals & Mining,minerals,1.2
3453,Food and Beverage,bakeries,1.2
5859,Real Estate,storage facilities,1.2
6987,Diversified,diversified,1.2
9308,Fashion & Retail,convenience stores,1.2
6429,Technology,tech investments,1.1
2602,Technology,tech investments,1.1
6206,Finance and Investments,venture capital investing,1.1
2181,Real Estate,entertainment,1.1
5049,Diversified,"construction, real estate",1.1
2219,Fashion & Retail,consumer goods,1.1
7370,Diversified,diversified,1.1
9067,Technology,e-commerce,1.1
6264,Media & Entertainment,tourism,1.1
9722,Fashion & Retail,wedding dresses,1.1
1635,Media & Entertainment,casinos,1.1
9272,Fashion & Retail,retail,1.1
1800,Finance and Investments,investments,1.1
2319,Finance and Investments,investments,1.1
5544,Service,Ryanair,1.1
2783,Finance and Investments,investments,1.1
1544,Technology,price comparison website,1.1
2611,Logistics,"ports, railway transport",1.1
4556,Logistics,"ports, railway transport",1.1
4459,Healthcare,pharmaceuticals,1.1
4209,Healthcare,pharmaceuticals,1.1
5484,Energy,energy investments,1.1
4508,Technology,e-commerce,1.1
6793,Diversified,conglomerate,1.1
8946,Service,industrial parks,1.1
1621,Manufacturing,powdered metal,1.1
4623,Food and Beverage,wine,1.1
7411,Finance and Investments,venture capital,1.1
6764,Real Estate,real estate,1.1
8550,Technology,tech investments,1.1
9488,Diversified,insurance,1.1
7594,Diversified,"refinery, chemicals",1.1
8578,Telecom,telecom,1.1
7353,Manufacturing,manufacturing,1.1
7070,Fashion & Retail,jewelry,1.1
8833,Diversified,"real estate, finance",1.1
2567,Diversified,"real estate, shipbuilding",1.1
2673,Diversified,diversified,1.1
1652,Technology,online marketplace,1.1
3207,Technology,drones,1.1
3395,Automotive,automobiles,1.1
8788,Fashion & Retail,health products,1.1
8902,Service,sewage treatment,1.1
8318,Service,budget airline,1.1
2086,Automotive,auto parts,1.1
6567,Manufacturing,fertilizers,1.1
1807,Energy,oil and gas,1.1
4939,Fashion & Retail,retail,1.1
6325,Technology,software,1.1
1686,Diversified,"insurance, NFL team",1.1
5073,Diversified,"timber, media",1.1
9968,Diversified,diversified,1.1
2372,Media & Entertainment,media,1.1
4476,Media & Entertainment,gaming,1.1
5034,Finance and Investments,banking,1.1
3248,Energy,"refinery, chemicals",1.1
6263,Finance and Investments,investments,1.1
4492,Finance and Investments,finance,1.1
1333,Finance and Investments,finance and investments,1.1
1206,Healthcare,healthcare,1.1
1847,Service,staffing,1.1
8032,Manufacturing,conglomerate,1.1
9010,Healthcare,laboratory services,1.1
8051,Manufacturing,construction materials,1.1
8150,Technology,electronic components,1.1
7820,Metals & Mining,coal,1.1
6800,Gambling & Casinos,gambling,1.1
2965,Diversified,"finance, real estate",1.1
5549,Media & Entertainment,media,1.1
3780,Diversified,diversified,1.1
4599,Diversified,diversified,1.1
8836,Diversified,diversified,1.1
8866,Diversified,industrial machinery,1.1
8883,Manufacturing,polyester,1.1
3510,Technology,electronics components,1.1
4600,Real Estate,"construction, real estate",1.1
1834,Finance and Investments,banking,1.1
6654,Technology,electronic components,1.1
1246,Gambling & Casinos,pachinko machines,1.1
3052,Finance and Investments,hedge funds,1.1
2923,Fashion & Retail,retail,1.1
3102,Finance and Investments,insurance,1.1
8280,Energy,"banking, gas",1.1
8247,Food and Beverage,Barilla pasta,1.1
2606,Food and Beverage,Barilla pasta,1.1
3836,Food and Beverage,Barilla pasta,1.1
4068,Healthcare,hospitals,1.1
8286,Healthcare,pharmaceuticals,1.1
5728,Diversified,diversified,1.1
8606,Construction & Engineering,construction,1.1
6293,Logistics,chemicals,1.1
1098,Finance and Investments,hedge funds,1.1
5581,Healthcare,pharmaceuticals,1.1
3871,Technology,IT consulting,1.1
3683,Food and Beverage,Barilla pasta,1.1
4506,Real Estate,real estate,1.1
7652,Finance and Investments,banking,1.1
4569,Technology,live streaming service,1.1
5092,Logistics,"ports, railway transport",1.1
5885,Finance and Investments,"banking, credit cards",1.1
9246,Finance and Investments,banking,1.1
6029,Finance and Investments,"banking, credit cards",1.1
2521,Technology,investments,1.1
3314,Manufacturing,scientific equipment,1.1
3594,Manufacturing,toys,1.1
2540,Real Estate,real estate,1.1
8004,Technology,"electronics, household products",1.1
1360,Real Estate,"real estate, hotels",1.1
8171,Diversified,banking,1.1
8497,Finance and Investments,investments,1.1
6305,Technology,online games,1.1
9355,Finance and Investments,IKEA,1.1
8832,Real Estate,real estate,1.1
7213,Fashion & Retail,Reebok,1.1
7864,Finance and Investments,investments,1.1
7640,Finance and Investments,IKEA,1.1
9364,Diversified,"real estate, diversified",1.1
5902,Fashion & Retail,mattresses,1.1
2007,Energy,storage batteries,1.1
8208,Technology,file hosting service,1.1
1180,Telecom,communications,1.1
9821,Automotive,tires,1.1
3967,Manufacturing,electric linear systems,1.1
9754,Finance and Investments,auto loans,1.1
9478,Finance and Investments,IKEA,1.1
2285,Real Estate,real estate,1.0
8486,Automotive,auto parts,1.0
6773,Manufacturing,biotech,1.0
7552,Fashion & Retail,dollar stores,1.0
2694,Fashion & Retail,jewelry,1.0
1344,Food and Beverage,energy drinks,1.0
7701,Automotive,auto import and dealerships,1.0
7459,Metals & Mining,steel,1.0
5226,Manufacturing,heating equipment,1.0
6678,Real Estate,real estate,1.0
3362,Finance and Investments,investments,1.0
1153,Fashion & Retail,retail,1.0
6932,Manufacturing,paper,1.0
5917,Manufacturing,paper,1.0
5989,Finance and Investments,Bloomberg LP,1.0
1624,Diversified,diversified,1.0
2712,Real Estate,real estate,1.0
6835,Service,security services,1.0
4916,Technology,lithium batteries,1.0
3696,Technology,Pinterest,1.0
1248,Manufacturing,manufacturing,1.0
4321,Real Estate,real estate,1.0
1826,Finance and Investments,Citigroup,1.0
1207,Real Estate,"logistics, real estate",1.0
9466,Manufacturing,printed circuit boards,1.0
1175,Manufacturing,electrical equipment,1.0
9196,Manufacturing,electrical equipment,1.0
7578,Fashion & Retail,"fashion, entertainment",1.0
8793,Diversified,air conditioning,1.0
4603,Technology,apparel,1.0
4854,Food and Beverage,agribusiness,1.0
2970,Finance and Investments,"insurance, investments",1.0
5405,Metals & Mining,"mining, diamonds, real estate",1.0
8495,Technology,fiber optic cables,1.0
4059,Manufacturing,chemicals,1.0
8308,Finance and Investments,investments,1.0
9392,Diversified,"telecom, lotteries, insurance",1.0
4930,Real Estate,home building,1.0
9047,Real Estate,real estate,1.0
8124,Technology,electronics components,1.0
4912,Media & Entertainment,advertising,1.0
7363,Diversified,"textiles, energy",1.0
7262,Finance and Investments,"Real Estate, Private Equity",1.0
9124,Finance and Investments,Investment Management,1.0
3001,Fashion & Retail,Patagonia,1.0
6886,Food and Beverage,"candy, real estate",1.0
6243,Construction & Engineering,construction materials,1.0
8798,Media & Entertainment,internet media,1.0
7122,Automotive,"motorhomes, RVs",1.0
7907,Food and Beverage,beef processing,1.0
5807,Technology,Stripe,1.0
2483,Technology,Stripe,1.0
9873,Metals & Mining,metallurgy,1.0
5652,Manufacturing,tire manufacturing,1.0
2176,Manufacturing,appliances,1.0
8243,Real Estate,real estate,1.0
2140,Real Estate,"real estate, electronics",1.0
6641,Technology,semiconductors,1.0
4957,Manufacturing,air compressors,1.0
7732,Telecom,telecom,1.0
5428,Fashion & Retail,Spanx,1.0
7843,Healthcare,generic drugs,1.0
1457,Finance and Investments,financial services,1.0
7936,Automotive,automotive technology,1.0
2446,Manufacturing,power supply manufacturer,1.0
8629,Fashion & Retail,real estate,1.0
9324,Real Estate,real estate,1.0
9719,Metals & Mining,diamonds,1.0
5577,Sports,sports teams,1.0
1244,Finance and Investments,cement,1.0
6200,Metals & Mining,metallurgy,1.0
1162,Technology,electronics/household products,1.0
4369,Diversified,"banking, investments",1.0
8419,Finance and Investments,Investment,1.0
5741,Technology,mobile gaming,1.0
8024,Manufacturing,antennas,1.0
9340,Technology,software,1.0
2903,Finance and Investments,investment management,1.0
4363,Technology,printed circuit boards,1.0
7002,Healthcare,pharmaceuticals,1.0
4412,Manufacturing,auto components,1.0
1655,Gambling & Casinos,pachinko machines,1.0
8413,Technology,printed circuit boards,1.0
7136,Manufacturing,packaging,1.0
2718,Diversified,diversified,1.0
